5	6	1
12	13	1
16	15	1
24	25	1
30	31	1
33	34	1
37	38	1
42	43	1
52	31	1
64	65	1
74	75	1
72	75	1
75	71	2
73	75	1
72	74	1
74	71	1
73	74	2
72	71	1
72	73	1
73	71	1
77	78	1
64	83	1
93	94	1
105	106	1
116	117	1
120	119	1
122	28	1
132	133	1
91	135	1
68	150	1
160	159	1
165	166	1
174	175	1
180	166	1
168	180	2
168	166	1
10	183	2
186	187	1
190	191	1
206	207	1
230	231	1
233	234	1
245	261	1
264	265	1
249	268	1
272	271	1
278	279	1
16	160	1
16	281	1
160	281	1
85	287	1
289	290	1
297	180	1
265	299	1
299	300	1
265	300	1
304	303	1
312	313	1
320	245	1
325	326	1
328	329	1
186	143	1
106	340	1
344	6	1
64	358	1
365	110	1
366	110	1
365	366	1
370	371	1
373	375	1
384	383	1
386	387	1
16	387	1
16	386	1
268	399	1
268	398	1
398	399	1
320	6	1
408	360	1
414	415	1
400	252	1
252	422	1
400	422	1
426	166	1
429	6	1
432	178	1
434	245	1
440	441	1
449	3	1
18	451	1
106	453	1
456	455	1
458	460	1
459	460	1
458	459	1
459	30	1
304	459	1
304	30	1
480	481	1
483	166	2
245	501	1
358	191	1
257	78	1
512	466	1
514	93	1
3	518	2
432	93	1
533	429	1
68	535	1
73	537	2
537	74	1
547	30	1
257	557	1
320	498	1
234	567	1
566	567	1
234	566	1
569	214	1
3	572	1
268	375	1
578	579	1
196	175	1
589	6	1
128	594	1
329	362	1
601	166	2
614	615	1
638	639	1
641	642	2
547	646	1
649	250	1
73	657	1
657	474	1
73	474	1
196	663	1
320	666	1
338	230	1
675	71	1
24	675	1
24	71	1
677	678	1
371	686	1
73	689	1
688	73	1
688	689	1
694	695	1
699	6	1
3	166	1
64	171	1
521	220	1
718	719	1
729	730	1
233	375	1
233	732	1
732	375	1
119	743	1
750	751	1
756	326	1
148	271	1
329	764	1
6	767	1
777	68	1
28	783	1
785	247	1
792	719	1
808	497	1
808	809	1
497	809	2
814	815	1
299	822	1
824	245	1
830	183	1
299	694	1
338	838	1
848	477	1
40	414	1
852	271	2
852	572	1
852	853	1
572	271	1
853	271	1
572	853	1
858	271	1
24	362	1
6	175	1
872	326	1
3	875	1
65	882	1
65	641	1
641	882	1
228	885	1
897	898	1
362	907	1
912	914	1
913	914	1
912	913	1
921	922	1
529	38	1
929	659	1
936	75	1
75	958	1
964	719	1
40	359	1
91	412	1
977	978	1
922	93	1
187	165	1
984	143	1
162	412	1
914	991	1
994	719	1
997	998	1
1000	1001	1
1004	1005	1
1011	830	1
1013	31	1
3	220	2
830	207	1
24	91	1
91	93	1
24	93	1
106	180	1
1041	93	2
1045	103	1
1041	1047	1
93	1047	1
172	300	1
474	326	1
1064	338	1
1072	1071	1
371	1079	1
40	1084	1
8	729	1
1089	371	1
338	245	1
1102	110	1
338	93	1
338	934	1
93	934	1
572	110	1
1118	1119	1
1001	1118	1
1001	1119	1
68	1133	1
1132	1133	1
304	1133	1
1132	68	1
304	68	1
304	1132	1
338	78	1
1144	499	1
49	373	1
434	1148	1
408	1150	1
408	73	1
408	1151	1
73	1150	1
1150	1151	1
73	1151	1
1162	429	1
338	6	1
77	1167	1
787	1171	2
730	106	1
275	1180	1
879	271	1
233	956	1
1196	956	1
1203	1204	1
1210	370	1
196	1213	1
1216	65	1
65	898	1
1216	898	1
1226	1227	1
64	1229	1
1235	1236	1
1240	26	1
657	181	1
289	830	2
289	719	1
830	719	1
160	3	1
106	1269	1
106	3	1
3	1269	1
912	375	1
1273	497	1
1276	1277	1
313	564	1
572	1151	1
313	10	1
8	529	1
8	1286	1
529	1286	1
1297	750	1
1299	78	1
186	110	1
497	572	1
474	228	1
1313	71	1
432	495	1
3	1319	1
257	71	1
257	1326	1
1326	71	1
64	398	1
1256	1171	1
68	271	1
1340	271	1
68	1340	1
566	166	1
785	1346	1
289	495	1
1	681	1
529	52	1
1373	110	1
64	342	1
1378	398	1
1381	663	1
576	564	1
136	328	1
1403	143	1
787	183	1
10	787	2
1416	37	1
1378	110	1
1216	1425	1
1425	1263	1
1425	1426	1
1216	1263	1
1216	1426	1
1426	1263	1
49	1150	1
233	196	1
785	85	1
338	214	1
950	1447	1
40	396	1
497	1453	1
950	31	1
1378	143	1
1466	555	1
1171	1469	1
10	1171	1
10	1469	1
787	1469	1
257	429	1
1048	1460	1
1483	159	1
764	781	1
1486	1487	1
1489	547	1
1489	75	1
75	547	1
1236	1492	1
133	303	1
1496	740	1
304	281	1
304	533	1
281	533	1
64	1321	1
562	852	1
196	852	1
562	271	1
562	196	1
196	271	1
1512	1513	1
1516	30	1
474	166	1
1229	191	1
8	440	1
220	455	1
1525	741	1
497	93	1
8	1539	1
85	198	1
85	830	1
830	198	1
474	214	1
1554	1555	1
74	1557	1
74	35	1
35	1557	1
285	191	1
78	495	1
130	3	1
1566	1567	1
1569	245	1
233	1574	1
1578	300	1
594	31	1
1585	1586	1
143	191	1
28	71	1
1605	1606	1
1616	781	1
912	1001	1
474	75	1
8	1629	1
245	1638	1
1640	198	1
16	429	1
1657	371	1
1657	165	1
371	165	1
40	434	1
1665	455	1
460	166	1
547	934	2
8	247	1
40	894	1
162	220	1
75	30	1
681	93	1
1716	166	1
744	1286	1
449	180	1
313	1514	1
1731	429	1
1736	93	1
329	950	1
805	1295	1
91	533	1
384	732	1
562	1773	1
913	723	1
3	1779	1
562	143	1
338	415	1
441	501	1
501	735	1
441	735	1
186	787	1
34	805	1
1802	103	1
441	1557	1
434	1805	1
474	412	1
