304	30	4.2528795680652545
480	481	7.7186154708649815
483	166	5.639173929185145
245	501	4.627573017506665
358	191	5.703712450322716
257	78	4.856414589935513
512	466	7.313150362756817
514	93	5.233708821076981
3	518	5.639173929185145
432	93	4.828243712968817
533	429	5.367240213701503
68	535	5.926856001636926
73	537	6.060387394261449
537	74	5.926856001636926
547	30	4.9460267486252
257	557	6.802324738990826
320	498	5.772705321809668
234	567	7.313150362756817
566	567	7.313150362756817
234	566	6.214538074088708
569	214	7.025468290305036
3	572	4.029736016751045
268	375	5.926856001636926
578	579	8.411762651424926
196	175	3.2188058005347164
589	6	6.214538074088707
128	594	6.332321109745091
329	362	5.639173929185145
601	166	5.639173929185145
614	615	8.411762651424926
638	639	8.411762651424926
641	642	6.6200031821968714
547	646	7.025468290305036
649	250	6.332321109745091
73	657	4.674093033141559
657	474	4.422778604860652
73	474	4.268627925033394
196	663	4.422778604860652
320	666	6.465852502369613
338	230	5.233708821076981
675	71	6.6200031821968714
24	675	6.465852502369613
24	71	4.674093033141559
677	678	8.411762651424926
371	686	5.703712450322716
73	689	5.772705321809668
688	73	6.465852502369613
688	689	7.7186154708649815
694	695	7.7186154708649815
699	6	5.521390893528762
3	166	2.866585206945364
64	171	4.828243712968817
521	220	5.4160303778709356
718	719	6.802324738990826
729	730	7.025468290305036
233	375	5.233708821076981
233	732	5.926856001636926
732	375	6.332321109745091
119	743	7.313150362756817
750	751	7.025468290305036
756	326	6.802324738990826
148	271	5.367240213701503
329	764	6.332321109745091
6	767	6.214538074088707
777	68	5.926856001636926
28	783	6.802324738990826
785	247	5.521390893528762
792	719	6.802324738990826
808	497	6.214538074088707
808	809	7.7186154708649815
497	809	6.214538074088707
814	815	8.411762651424926
299	822	7.313150362756817
824	245	6.013867378626556
830	183	4.5199423533143
299	694	6.6200031821968714
338	838	5.926856001636926
848	477	6.6200031821968714
40	414	5.639173929185145
852	271	6.465852502369613
852	572	6.109177558430881
852	853	7.7186154708649815
572	271	4.856414589935513
853	271	6.465852502369613
572	853	6.802324738990826
858	271	6.465852502369613
24	362	5.079558141249723
6	175	3.9119529810946614
872	326	6.802324738990826
3	875	5.639173929185145
65	882	7.313150362756817
65	641	5.926856001636926
641	882	7.025468290305036
228	885	7.025468290305036
897	898	7.313150362756817
362	907	7.025468290305036
912	914	6.109177558430881
913	914	6.6200031821968714
912	913	5.703712450322716
921	922	6.802324738990826
529	38	5.926856001636926
929	659	7.7186154708649815
936	75	6.465852502369613
75	958	6.465852502369613
964	719	6.802324738990826
40	359	5.639173929185145
91	412	4.4997396459967804
977	978	8.411762651424926
922	93	4.317418089202826
187	165	6.214538074088708
984	143	6.013867378626556
162	412	4.856414589935513
914	991	7.7186154708649815
994	719	6.802324738990826
997	998	8.411762651424926
1000	1001	6.802324738990826
1004	1005	8.411762651424926
1011	830	6.465852502369613
1013	31	6.6200031821968714
3	220	4.029736016751045
830	207	5.367240213701503
24	91	4.1632674093755675
91	93	3.6242709086428806
24	93	3.980945852581613
106	180	4.540561640517036
1041	93	5.926856001636926
1045	103	6.802324738990826
1041	1047	7.7186154708649815
93	1047	5.926856001636926
172	300	6.6200031821968714
474	326	4.605100161654607
1064	338	5.926856001636926
1072	1071	7.313150362756817
371	1079	6.802324738990826
40	1084	5.639173929185145
8	729	5.772705321809668
1089	371	6.109177558430881
338	245	3.528960728838556
1102	110	5.84681329396339
338	93	3.441949351848926
338	934	4.1350965324088715
93	934	4.1350965324088715
572	110	4.237375381529289
1118	1119	8.411762651424926
1001	1118	6.802324738990826
1001	1119	6.802324738990826
68	1133	5.926856001636926
1132	1133	8.411762651424926
304	1133	6.332321109745091
1132	68	5.926856001636926
304	68	3.8474144599570903
304	1132	6.332321109745091
338	78	3.980945852581613
1144	499	8.411762651424926
49	373	4.674093033141559
434	1148	6.802324738990826
408	1150	7.025468290305036
408	73	5.772705321809668
408	1151	7.025468290305036
73	1150	5.772705321809668
1150	1151	7.025468290305036
73	1151	5.772705321809668
1162	429	6.465852502369613
338	6	3.729631424300707
77	1167	7.7186154708649815
787	1171	6.396859630882662
730	106	5.639173929185145
275	1180	7.7186154708649815
879	271	5.772705321809668
233	956	5.521390893528762
1196	956	7.313150362756817
1203	1204	7.7186154708649815
1210	370	7.313150362756817
196	1213	5.521390893528762
1216	65	6.6200031821968714
65	898	6.214538074088708
1216	898	6.6200031821968714
1226	1227	8.411762651424926
64	1229	5.233708821076981
1235	1236	7.7186154708649815
1240	26	7.313150362756817
657	181	5.926856001636926
289	830	5.772705321809668
289	719	5.4160303778709356
830	719	4.856414589935513
160	3	4.540561640517036
106	1269	5.639173929185145
106	3	3.5597323875053095
3	1269	4.9460267486252
912	375	5.4160303778709356
1273	497	6.214538074088707
1276	1277	8.411762651424926
313	564	5.010565269762771
572	1151	6.109177558430881
313	10	4.72288319731099
8	529	5.079558141249723
8	1286	5.772705321809668
529	1286	6.332321109745091
1297	750	7.7186154708649815
1299	78	6.465852502369613
186	110	3.767371752283554
497	572	4.605100161654607
474	228	4.828243712968817
1313	71	6.6200031821968714
432	495	5.367240213701503
3	1319	4.9460267486252
257	71	5.010565269762771
257	1326	6.109177558430881
1326	71	5.926856001636926
64	398	4.540561640517036
1256	1171	6.6200031821968714
68	271	3.980945852581613
1340	271	6.465852502369613
68	1340	5.926856001636926
566	166	4.540561640517036
785	1346	7.313150362756817
289	495	5.079558141249723
1	681	6.332321109745091
529	52	5.926856001636926
1373	110	5.84681329396339
64	342	4.828243712968817
1378	398	5.639173929185145
1381	663	7.313150362756817
576	564	5.521390893528762
136	328	6.332321109745091
1403	143	6.013867378626556
787	183	4.856414589935513
10	787	5.4160303778709356
1416	37	7.025468290305036
1378	110	4.4605189328435
1216	1425	7.7186154708649815
1425	1263	7.7186154708649815
1425	1426	8.411762651424926
1216	1263	7.025468290305036
1216	1426	7.7186154708649815
1426	1263	7.7186154708649815
49	1150	5.926856001636926
233	196	3.729631424300707
785	85	5.233708821076981
338	214	4.540561640517036
950	1447	6.6200031821968714
40	396	5.639173929185145
497	1453	6.214538074088707
950	31	4.828243712968817
1378	143	4.627573017506665
1466	555	6.214538074088707
1171	1469	7.313150362756817
10	1171	5.233708821076981
10	1469	6.332321109745091
787	1469	6.802324738990826
257	429	4.856414589935513
1048	1460	7.025468290305036
1483	159	7.7186154708649815
764	781	5.639173929185145
1486	1487	8.411762651424926
1489	547	7.025468290305036
1489	75	6.465852502369613
75	547	5.079558141249723
1236	1492	7.7186154708649815
133	303	6.332321109745091
1496	740	7.7186154708649815
304	281	5.639173929185145
304	533	5.233708821076981
281	533	6.6200031821968714
64	1321	5.233708821076981
562	852	6.332321109745091
196	852	4.828243712968817
562	271	5.079558141249723
562	196	4.1350965324088715
196	271	3.575480744473449
1512	1513	8.411762651424926
1516	30	6.332321109745091
474	166	3.441949351848926
1229	191	6.109177558430881
8	440	5.772705321809668
220	455	4.72288319731099
1525	741	7.7186154708649815
497	93	3.729631424300707
8	1539	6.465852502369613
85	198	4.9460267486252
85	830	4.386410960689777
830	198	5.079558141249723
474	214	4.828243712968817
1554	1555	8.411762651424926
74	1557	5.926856001636926
74	35	5.926856001636926
35	1557	6.214538074088708
285	191	5.703712450322716
78	495	4.5199423533143
130	3	4.2528795680652545
1566	1567	8.411762651424926
1569	245	6.013867378626556
233	1574	6.6200031821968714
1578	300	7.313150362756817
594	31	5.926856001636926
1585	1586	8.411762651424926
143	191	4.404429466192456
28	71	5.010565269762771
1605	1606	8.411762651424926
1616	781	6.332321109745091
912	1001	5.192886826556726
474	75	4.268627925033394
8	1629	6.465852502369613
245	1638	6.013867378626556
1640	198	7.025468290305036
16	429	4.674093033141559
1657	371	6.802324738990826
1657	165	7.313150362756817
371	165	5.703712450322716
40	434	4.72288319731099
1665	455	6.332321109745091
460	166	4.540561640517036
547	934	5.926856001636926
8	247	4.674093033141559
40	894	5.639173929185145
162	220	4.1632674093755675
75	30	4.386410960689777
681	93	4.540561640517036
1716	166	5.639173929185145
744	1286	7.7186154708649815
449	180	5.926856001636926
313	1514	6.109177558430881
1731	429	6.465852502369613
1736	93	5.926856001636926
329	950	5.233708821076981
805	1295	6.332321109745091
91	533	5.010565269762771
384	732	7.025468290305036
562	1773	7.025468290305036
913	723	5.926856001636926
3	1779	5.639173929185145
562	143	4.627573017506665
338	415	4.828243712968817
441	501	5.233708821076981
501	735	5.639173929185145
441	735	5.233708821076981
186	787	4.72288319731099
34	805	6.332321109745091
1802	103	6.802324738990826
441	1557	5.521390893528762
434	1805	6.802324738990826
474	412	4.605100161654607
