5	6	5.521390893528762
12	13	8.411762651424926
16	15	6.6200031821968714
24	25	5.772705321809668
30	31	4.540561640517036
33	34	6.332321109745091
37	38	5.926856001636926
42	43	8.411762651424926
52	31	5.521390893528762
64	65	4.828243712968817
74	75	5.079558141249723
72	75	6.465852502369613
75	71	5.367240213701503
73	75	4.5199423533143
72	74	7.025468290305036
74	71	5.233708821076981
73	74	5.772705321809668
72	71	6.6200031821968714
72	73	6.465852502369613
73	71	4.674093033141559
77	78	5.772705321809668
64	83	5.926856001636926
93	94	5.233708821076981
105	106	5.639173929185145
116	117	5.521390893528762
120	119	7.313150362756817
122	28	6.802324738990826
132	133	7.025468290305036
91	135	6.109177558430881
68	150	5.926856001636926
160	159	6.6200031821968714
165	166	4.540561640517036
174	175	6.109177558430881
180	166	3.8474144599570903
168	180	6.214538074088708
168	166	4.540561640517036
10	183	5.079558141249723
186	187	5.233708821076981
190	191	6.802324738990826
206	207	7.313150362756817
230	231	7.7186154708649815
233	234	5.521390893528762
245	261	6.013867378626556
264	265	7.7186154708649815
249	268	6.6200031821968714
272	271	6.465852502369613
278	279	8.411762651424926
16	160	5.521390893528762
16	281	5.926856001636926
160	281	6.6200031821968714
85	287	6.332321109745091
289	290	6.332321109745091
297	180	6.6200031821968714
265	299	6.6200031821968714
299	300	6.214538074088708
265	300	6.6200031821968714
304	303	5.639173929185145
312	313	6.109177558430881
320	245	4.067957229571243
325	326	6.109177558430881
328	329	5.639173929185145
186	143	3.93442583694672
106	340	5.639173929185145
344	6	6.214538074088707
64	358	4.828243712968817
365	110	5.84681329396339
366	110	5.84681329396339
365	366	8.411762651424926
370	371	5.703712450322716
373	375	5.079558141249723
384	383	7.7186154708649815
386	387	8.411762651424926
16	387	6.6200031821968714
16	386	6.6200031821968714
268	399	7.313150362756817
268	398	5.926856001636926
398	399	7.025468290305036
320	6	4.268627925033394
408	360	7.025468290305036
414	415	6.6200031821968714
400	252	6.214538074088708
252	422	7.313150362756817
400	422	7.313150362756817
426	166	5.639173929185145
429	6	4.268627925033394
432	178	6.214538074088708
434	245	4.404429466192456
440	441	5.926856001636926
449	3	4.9460267486252
18	451	6.802324738990826
106	453	6.332321109745091
456	455	7.025468290305036
458	460	7.313150362756817
459	460	6.6200031821968714
458	459	7.7186154708649815
459	30	5.639173929185145
304	459	5.639173929185145
